SEASON_ID,TEAM_ID,GAME_ID,GAME_DATE,HOME,OPPONENT,TARGET,WL_5_x,MIN_5_x,PTS_5_x,FGM_5_x,FGA_5_x,FG_PCT_5_x,FG3M_5_x,FG3A_5_x,FG3_PCT_5_x,FTM_5_x,FTA_5_x,FT_PCT_5_x,OREB_5_x,DREB_5_x,REB_5_x,AST_5_x,STL_5_x,BLK_5_x,TOV_5_x,PF_5_x,PLUS_MINUS_5_x,HOME_5_x,AWAY_5_x,HOME_NEXT_x,WL_5_y,MIN_5_y,PTS_5_y,FGM_5_y,FGA_5_y,FG_PCT_5_y,FG3M_5_y,FG3A_5_y,FG3_PCT_5_y,FTM_5_y,FTA_5_y,FT_PCT_5_y,OREB_5_y,DREB_5_y,REB_5_y,AST_5_y,STL_5_y,BLK_5_y,TOV_5_y,PF_5_y,PLUS_MINUS_5_y,HOME_5_y,AWAY_5_y
22021,1610612757,22100439,17-12-2021,1,1610612766,1,0.2,245.8,108,37,84.8,0.4366,15,40.8,0.3602,19,24.8,0.7694,8.6,34.2,42.8,23.4,7.4,5.2,15.2,21.6,-4,0.8,0.2,0,1,239.4,116.8,42.4,88.4,0.4808,12.6,32.2,0.402,19.4,26.8,0.7278,11.4,36.2,47.6,25.2,12.2,4.4,11.4,20,16.8,0.6,0.4
22021,1610612753,22100433,17-12-2021,1,1610612748,1,0,240.2,106.4,38.8,88.8,0.436,12.4,34.4,0.3614,16.4,19.4,0.8388,12.4,31,43.4,23,5.2,4.2,13.6,15.6,-9.6,0.4,0.6,0,0.8,244.6,115.6,43.2,92.2,0.4676,10,29.2,0.3466,19.2,22.2,0.8748,12,35.2,47.2,24.2,7,4.8,14.6,20,4.2,0.4,0.6
22021,1610612743,22100434,17-12-2021,0,1610612737,0,0.6,240.4,118.2,42.8,87.2,0.4906,15.2,38.2,0.3938,17.4,20.2,0.8718,6.4,34.2,40.6,31.2,7.6,5,12.6,20.4,2,0.4,0.6,0,0.4,240.6,99,37.2,89,0.4172,11.8,37,0.325,12.8,17.4,0.722,11.2,35.6,46.8,21.8,6.2,5,12.6,20.4,-7.8,0.8,0.2
22021,1610612738,22100435,17-12-2021,1,1610612744,1,0.2,240.8,105.4,38.2,85.8,0.4462,11.8,35.8,0.3124,17.2,23.2,0.7596,10.8,31.6,42.4,23.4,7.4,4,15,17.6,-5.8,0.4,0.6,1,0.2,240.4,99.6,33.8,83,0.407,13.6,38.2,0.353,18.4,21.4,0.8528,10.4,30.2,40.6,21,7.2,4.8,12.2,20,-6.8,0.4,0.6
22021,1610612762,22100437,17-12-2021,1,1610612759,0,0.8,240.4,125.4,46.8,90.8,0.516,16.2,41.4,0.3854,15.6,20.4,0.7646,11,37.6,48.6,25.6,6.8,4.8,10.6,16.8,19.6,0.4,0.6,1,0.2,244.8,105.4,41.2,87.6,0.4708,8.6,27.2,0.3084,14.4,20.6,0.681,8.2,31,39.2,22.2,7,4.4,13,21,-12.4,0.2,0.8
22021,1610612749,22100438,17-12-2021,0,1610612740,0,0.6,244.8,112.8,42.6,91,0.4698,13.6,38.4,0.3626,14,17.8,0.7948,11.6,32.6,44.2,21.8,10.4,4,12.8,15.4,4.2,0.2,0.8,1,1,240.4,116.8,42.4,82.8,0.5128,14.4,33.6,0.4278,17.6,21.6,0.825,7,37.4,44.4,27.8,8.6,5.4,14,22,20,0.8,0.2
22021,1610612759,22100437,17-12-2021,0,1610612762,0,0.6,240,118,44.2,91.6,0.4824,11.8,33,0.3538,17.8,22.8,0.7778,13,34,47,29,6.6,4.6,11.6,18,-0.4,0.8,0.2,0,0.2,239.6,110.2,41.6,91.6,0.4556,10.6,32.8,0.3188,16.4,23,0.7122,13.2,33.4,46.6,21.6,7.2,5.2,15.4,19.6,-8.6,0.4,0.6
22021,1610612740,22100438,17-12-2021,1,1610612749,1,0.6,250.2,109.8,41.8,89.6,0.468,11.2,32.2,0.3476,15,21.8,0.705,11.8,39,50.8,28.4,7.6,3.8,16.2,17.4,0.4,0.6,0.4,1,0.4,246,110.2,37.4,83.6,0.4486,15.6,41.2,0.3756,19.8,24.8,0.798,9,35.6,44.6,22,7.2,6.4,16,20.4,-1,0.8,0.2
22021,1610612744,22100435,17-12-2021,0,1610612738,0,0.8,240,103,36.6,83.8,0.4372,13,42,0.3088,16.8,22.2,0.7522,9.6,36.4,46,23.8,6.4,5.6,13.8,22.6,3.2,0.2,0.8,0,0.6,244.4,110.8,42.2,93.6,0.4484,12.8,36.4,0.3516,13.6,18.2,0.7378,11.2,34.4,45.6,24.8,6.8,5.4,9.8,20.4,7,0.8,0.2
22021,1610612766,22100439,17-12-2021,0,1610612757,0,0.4,239.6,114.6,43.2,86.2,0.5012,13.6,34.4,0.3952,14.6,19.8,0.7406,11.2,28.4,39.6,27.2,7,4.4,13,19.4,-4,0.4,0.6,0,0.8,245.2,108.6,41.6,91.6,0.457,10.2,31.2,0.3238,15.2,17.8,0.8542,11.8,36,47.8,25.8,7.2,3.6,14.4,22.2,6.6,0.6,0.4
22021,1610612750,22100436,17-12-2021,1,1610612747,1,0.6,240,112,39.6,91.6,0.4334,15.4,42.8,0.357,17.4,23.4,0.7272,10,33.8,43.8,22.6,10,4.2,14.4,21.2,-1.8,0.6,0.4,1,0.6,244.6,104.8,39.2,86.4,0.4566,11.2,36,0.3022,15.2,18.4,0.8378,10.8,37,47.8,23.4,5,4.8,11.2,19.4,7,0.4,0.6
22021,1610612744,22100443,18-12-2021,0,1610612761,1,0.6,239.8,102.2,37.4,83,0.4512,12.4,40,0.3092,15,20.2,0.7402,9.8,36.2,46,24.6,5.6,6,14.8,23,-2.6,0,1,1,0.4,239.8,109.8,41.2,89.6,0.4616,10.6,29.6,0.3626,16.8,23.2,0.7258,11.4,33.6,45,21.8,7.2,5,14.8,19.4,-7,0.6,0.4
22021,1610612739,22100446,18-12-2021,0,1610612749,0,1,239.6,117.6,42.6,84.8,0.5028,15,37,0.4062,17.4,21.2,0.8358,7.8,37.4,45.2,29.4,8.8,4.4,13.8,20.2,21.2,0.6,0.4,0,0.4,240.2,106.2,38.8,86.4,0.45,12.6,37.2,0.3166,16,21.6,0.7536,11.2,32.4,43.6,20.6,6.6,4.2,14,18.8,-1.8,0.8,0.2
22021,1610612749,22100446,18-12-2021,1,1610612739,1,0.4,244.6,106.2,41.2,92.2,0.4472,13,38.2,0.3488,10.8,13.6,0.7902,11.6,31.8,43.4,21.6,9.8,3.2,13.2,14.2,-3.4,0.4,0.6,1,0.4,239.8,111.6,40,82.6,0.4846,12.2,35.6,0.3322,19.4,26.6,0.7204,9.4,30,39.4,26,8.8,3.8,15.4,21,-9.6,0.2,0.8
22021,1610612746,22100444,18-12-2021,0,1610612760,0,0.6,239,107.4,40.4,84.6,0.4792,13.4,31.6,0.422,13.2,18,0.7212,8.8,33,41.8,24.2,8.4,4.6,14.2,18.6,-0.2,0.6,0.4,1,0.4,240,116.2,44,92.2,0.4768,11.2,31,0.364,17,21,0.817,12.8,32.2,45,27.4,7,4.8,11.8,16.2,-4.2,0.6,0.4
22021,1610612738,22100445,18-12-2021,1,1610612752,0,0.4,240.2,107.8,39.4,87.2,0.4528,13.2,38.2,0.3274,15.8,20.8,0.7746,11.8,32.8,44.6,22.6,7,3.8,14.8,18.4,-1.4,0.6,0.4,1,0.2,240.6,98,36.8,83,0.444,8.2,30.6,0.263,16.2,19.4,0.8352,5,32.8,37.8,20.6,8,5.6,11,19.2,-12.4,0.6,0.4
22021,1610612752,22100445,18-12-2021,0,1610612738,1,0.2,240.2,100.6,33.6,81.8,0.4108,14.4,39.4,0.3652,19,22.8,0.8302,9.8,32,41.8,21.2,7.6,4.4,12.4,20.2,-4.2,0.4,0.6,1,0.2,239.8,103.4,38.4,86.2,0.4472,10.2,33.4,0.302,16.4,21.2,0.7744,8.4,32.4,40.8,23.8,7.2,4.6,15.2,22.4,-7.2,0.6,0.4
22021,1610612765,22100441,18-12-2021,1,1610612745,1,0,244.8,106.6,38.8,87,0.4474,11.2,31.8,0.3604,17.8,22.2,0.7936,8.6,30.2,38.8,23.4,8.2,5,15.6,22,-9.8,0.6,0.4,1,0.8,240,108.2,40,83,0.482,18.2,41.8,0.4374,10,13.2,0.7506,10.4,33.8,44.2,29,5.6,4.8,14.6,18.2,7.8,0.4,0.6
22021,1610612761,22100443,18-12-2021,1,1610612744,0,0.6,244.4,114.2,43.6,94.6,0.459,14,39.4,0.3556,13,18,0.7182,11.6,32.8,44.4,25.6,8.8,5.8,10.2,19.8,8.4,0.8,0.2,0,0.8,239.8,113.2,40.6,86.2,0.4728,14.2,38,0.3748,17.8,21.6,0.8388,9.6,36.8,46.4,26,8.8,3.6,13.8,18.6,15.8,0.6,0.4
22021,1610612762,22100447,18-12-2021,1,1610612764,1,0.6,240.4,118.8,43.8,89.4,0.4888,14,39.4,0.3564,17.2,23.4,0.7446,11.4,36.8,48.2,23.8,6.6,5.2,11,17.4,12,0.6,0.4,1,0.4,239.2,114.6,42.6,90.2,0.4756,13.6,37.6,0.3706,15.8,21.2,0.7406,12.2,29,41.2,28,8,4.8,11.2,17,-9.4,0.2,0.8
22021,1610612753,22100442,18-12-2021,0,1610612751,1,0.2,240.2,100.4,37,88.2,0.42,11.2,33.8,0.3318,15.2,17.4,0.8668,11.4,33.4,44.8,21.2,6,4,14.4,14.8,-5.8,0.4,0.6,0,0.4,240.6,115.6,40.4,88.4,0.4584,13.8,35.4,0.3732,21,24.8,0.8622,10.2,32.8,43,23.8,8.2,5,12.8,19.6,-1.8,0.6,0.4
22021,1610612760,22100444,18-12-2021,1,1610612746,1,0.4,240.4,100.6,37.6,89,0.4218,13,37.4,0.3522,12.4,15.8,0.7562,10.8,34.6,45.4,22.6,7.2,4.2,12.4,20.6,-8.2,0.8,0.2,0,0.8,239.4,115.2,41.2,87.8,0.4706,11.6,30.6,0.3884,21.2,28.2,0.7624,10.6,34.2,44.8,24,11.2,4.4,10.8,21.6,13.2,0.6,0.4
22021,1610612751,22100442,18-12-2021,1,1610612753,1,0.8,244.8,113.4,44,94.8,0.4654,10.2,31.8,0.3374,15.2,17.6,0.857,12.4,36.2,48.6,25.4,7.2,5.8,15,18.2,4.8,0.6,0.4,0,0.2,245.4,101.8,37.8,86.2,0.4378,10.2,35.6,0.2804,16,24.4,0.6646,6.8,37.8,44.6,22,6.6,5.2,15.8,21,-13.2,0.4,0.6
22021,1610612745,22100441,18-12-2021,0,1610612765,0,0.4,239.8,109.2,38.8,82.4,0.4706,12,35.6,0.326,19.6,27.6,0.7014,10.4,30,40.4,25.6,9,4.2,15.8,22.6,-8,0.2,0.8,0,0.6,240.6,103.8,37.6,87.4,0.4296,11.4,32.4,0.3442,17.2,23.8,0.7148,10.8,32.4,43.2,22,5.8,5.2,12.2,15.2,-5.6,0.4,0.6
22021,1610612764,22100447,18-12-2021,0,1610612762,1,0.2,239.6,103.4,41.2,88.8,0.4648,8,27,0.2914,13,19,0.6768,7.8,31.8,39.6,22.2,7.2,3.6,11.4,21.4,-11.8,0.2,0.8,0,0.4,240.2,104.2,35.8,83.6,0.428,14.8,39.2,0.3788,17.8,21.8,0.811,9.6,31.6,41.2,22,7.8,5.4,12.2,20.6,-0.8,0.6,0.4
22021,1610612765,22100449,19-12-2021,1,1610612748,0,0.2,239.8,103.4,38.4,86.2,0.4472,10.2,33.4,0.302,16.4,21.2,0.7744,8.4,32.4,40.8,23.8,7.2,4.6,15.2,22.4,-7.2,0.6,0.4,0,0.2,240.2,100.6,33.6,81.8,0.4108,14.4,39.4,0.3652,19,22.8,0.8302,9.8,32,41.8,21.2,7.6,4.4,12.4,20.2,-4.2,0.4,0.6
22021,1610612741,22100448,19-12-2021,1,1610612747,1,0.6,240.6,103.8,37.6,87.4,0.4296,11.4,32.4,0.3442,17.2,23.8,0.7148,10.8,32.4,43.2,22,5.8,5.2,12.2,15.2,-5.6,0.4,0.6,1,0.4,239.8,109.2,38.8,82.4,0.4706,12,35.6,0.326,19.6,27.6,0.7014,10.4,30,40.4,25.6,9,4.2,15.8,22.6,-8,0.2,0.8
22021,1610612747,22100448,19-12-2021,0,1610612741,0,0.6,244.6,106.2,38.6,84.2,0.4578,14.2,37.2,0.3866,14.8,21.2,0.7002,6.4,37.4,43.8,24.4,8.8,6.2,16,19.6,2.6,0.2,0.8,1,0.8,244.8,114.4,43.8,91.8,0.4792,12.2,33.6,0.3524,14.6,16.8,0.8592,10.8,38.6,49.4,27.4,7,4.4,14.4,22.4,12,0.6,0.4
22021,1610612766,22100456,19-12-2021,0,1610612756,0,0.4,239.2,114.6,42.6,90.2,0.4756,13.6,37.6,0.3706,15.8,21.2,0.7406,12.2,29,41.2,28,8,4.8,11.2,17,-9.4,0.2,0.8,0,0.6,240.4,118.8,43.8,89.4,0.4888,14,39.4,0.3564,17.2,23.4,0.7446,11.4,36.8,48.2,23.8,6.6,5.2,11,17.4,12,0.6,0.4
22021,1610612750,22100455,19-12-2021,1,1610612742,0,0.8,240.4,113.4,39.2,88,0.447,15,40.2,0.3728,20,26.2,0.7526,9.4,34.4,43.8,24,9.4,4.2,13.2,22.2,5.8,0.6,0.4,0,0.4,245,105,39,87.4,0.4482,11.2,37.6,0.288,15.8,18.2,0.8722,10.2,36.4,46.6,24,5,4,9.6,20.2,4.2,0.4,0.6
22021,1610612756,22100456,19-12-2021,1,1610612766,1,0.8,244.8,114.4,43.8,91.8,0.4792,12.2,33.6,0.3524,14.6,16.8,0.8592,10.8,38.6,49.4,27.4,7,4.4,14.4,22.4,12,0.6,0.4,0,0.6,244.6,106.2,38.6,84.2,0.4578,14.2,37.2,0.3866,14.8,21.2,0.7002,6.4,37.4,43.8,24.4,8.8,6.2,16,19.6,2.6,0.2,0.8
22021,1610612758,22100451,19-12-2021,1,1610612759,0,0.4,239.8,109.8,41.2,89.6,0.4616,10.6,29.6,0.3626,16.8,23.2,0.7258,11.4,33.6,45,21.8,7.2,5,14.8,19.4,-7,0.6,0.4,0,0.6,239.8,102.2,37.4,83,0.4512,12.4,40,0.3092,15,20.2,0.7402,9.8,36.2,46,24.6,5.6,6,14.8,23,-2.6,0,1
22021,1610612748,22100449,19-12-2021,0,1610612765,1,0.6,240,103.6,37.6,82.4,0.4538,16.4,41,0.4042,12,17.4,0.6944,10.8,32.8,43.6,27.2,5.2,4.2,13.2,19,4,0.2,0.8,1,0.6,239.8,109.8,41.2,86.8,0.4746,9.6,32.6,0.2944,17.8,21.4,0.8522,10.8,32,42.8,24.2,7.6,5,11.2,18.6,5,0.8,0.2
22021,1610612763,22100450,19-12-2021,1,1610612757,0,0.8,239.4,115.2,41.2,87.8,0.4706,11.6,30.6,0.3884,21.2,28.2,0.7624,10.6,34.2,44.8,24,11.2,4.4,10.8,21.6,13.2,0.6,0.4,1,0.4,240.4,100.6,37.6,89,0.4218,13,37.4,0.3522,12.4,15.8,0.7562,10.8,34.6,45.4,22.6,7.2,4.2,12.4,20.6,-8.2,0.8,0.2
22021,1610612742,22100455,19-12-2021,0,1610612750,1,0.4,245,105,39,87.4,0.4482,11.2,37.6,0.288,15.8,18.2,0.8722,10.2,36.4,46.6,24,5,4,9.6,20.2,4.2,0.4,0.6,1,0.8,240.4,113.4,39.2,88,0.447,15,40.2,0.3728,20,26.2,0.7526,9.4,34.4,43.8,24,9.4,4.2,13.2,22.2,5.8,0.6,0.4
22021,1610612757,22100450,19-12-2021,0,1610612763,0,0.4,246,110.2,37.4,83.6,0.4486,15.6,41.2,0.3756,19.8,24.8,0.798,9,35.6,44.6,22,7.2,6.4,16,20.4,-1,0.8,0.2,0,0.6,250.2,109.8,41.8,89.6,0.468,11.2,32.2,0.3476,15,21.8,0.705,11.8,39,50.8,28.4,7.6,3.8,16.2,17.4,0.4,0.6,0.4
22021,1610612759,22100451,19-12-2021,0,1610612758,1,0.4,240,116.2,44,92.2,0.4768,11.2,31,0.364,17,21,0.817,12.8,32.2,45,27.4,7,4.8,11.8,16.2,-4.2,0.6,0.4,0,0.6,239,107.4,40.4,84.6,0.4792,13.4,31.6,0.422,13.2,18,0.7212,8.8,33,41.8,24.2,8.4,4.6,14.2,18.6,-0.2,0.6,0.4
22021,1610612759,22100463,20-12-2021,0,1610612746,1,0.6,240,117,45.8,97.2,0.4724,11.6,33,0.3548,13.8,16.4,0.8124,14.6,34.6,49.2,29.2,8.4,4.8,10.6,16.4,3.6,0.4,0.6,0,0.4,244.8,101,37.2,84.2,0.4418,11.8,35.8,0.3362,14.8,21.8,0.6806,5.2,38.6,43.8,22.6,8.2,6.2,15.6,20.4,-5.2,0.4,0.6
22021,1610612762,22100461,20-12-2021,1,1610612766,1,0.6,240.2,117.6,42,90.4,0.465,14.2,42,0.3418,19.4,26,0.7544,12.6,38.8,51.4,23.6,6,5.4,12.2,17.4,9.6,0.8,0.2,1,0.8,240.2,112.6,39.2,85.4,0.46,15.4,40.4,0.3814,18.8,24.6,0.7584,9.2,34.4,43.6,24.4,8.4,4.2,13.8,22.8,6.8,0.4,0.6
22021,1610612763,22100460,20-12-2021,1,1610612760,0,0.6,239.4,112.4,41,92,0.4478,11.6,31.2,0.3814,18.8,23.6,0.794,12.2,35.2,47.4,24.4,11,4.2,11,21,11.2,0.6,0.4,0,0.8,239.2,106.2,39.8,83.6,0.4758,13,37.8,0.3402,13.6,18.4,0.7292,9.8,36.2,46,26,7,6.8,15.4,22.2,2.2,0.2,0.8
22021,1610612738,22100457,20-12-2021,1,1610612755,1,0.4,240.2,106.2,38.8,86.4,0.45,12.6,37.2,0.3166,16,21.6,0.7536,11.2,32.4,43.6,20.6,6.6,4.2,14,18.8,-1.8,0.8,0.2,1,1,239.6,117.6,42.6,84.8,0.5028,15,37,0.4062,17.4,21.2,0.8358,7.8,37.4,45.2,29.4,8.8,4.4,13.8,20.2,21.2,0.6,0.4
22021,1610612760,22100460,20-12-2021,0,1610612763,1,0.4,240.6,99,37.2,89,0.4172,11.8,37,0.325,12.8,17.4,0.722,11.2,35.6,46.8,21.8,6.2,5,12.6,20.4,-7.8,0.8,0.2,1,0.6,240.4,118.2,42.8,87.2,0.4906,15.2,38.2,0.3938,17.4,20.2,0.8718,6.4,34.2,40.6,31.2,7.6,5,12.6,20.4,2,0.4,0.6
22021,1610612758,22100462,20-12-2021,0,1610612744,0,0.4,239.8,108.8,40.4,87.6,0.4626,11.8,30.4,0.3938,16.2,22,0.7362,10.4,32.4,42.8,22.6,7.6,4.4,15.2,17,-7.2,0.6,0.4,1,0.4,239.2,103,39.2,85,0.4632,12.4,31.6,0.3906,12.2,17.6,0.6894,8.8,34,42.8,23.8,7,4.2,13,18,-5.6,0.6,0.4
22021,1610612755,22100457,20-12-2021,0,1610612738,0,0.4,240.4,100.4,36.4,79.8,0.4576,9,29,0.3066,18.6,22.6,0.8164,4.2,33.6,37.8,21.2,8.4,6.2,12.2,19.8,-7,0.4,0.6,1,0.2,240.8,111,38.8,86.4,0.4496,11.2,31.8,0.3486,22.2,26.8,0.8456,10.6,32.4,43,21.8,8,5,13.6,19.4,-5.2,0.8,0.2
22021,1610612766,22100461,20-12-2021,0,1610612762,1,0.2,239.4,110.2,40.8,93,0.4424,13.8,39.2,0.3604,14.8,19,0.8006,12.2,31.4,43.6,27.6,7.6,4,10.8,18,-11.6,0,1,0,0.6,240.6,114.8,41,85.2,0.4798,14.8,39.2,0.3758,18,22.8,0.8026,6.2,35.6,41.8,29.6,7.6,5,13.2,19.8,1.6,0.4,0.6
22021,1610612744,22100462,20-12-2021,1,1610612758,1,0.8,239.2,106.2,39.8,83.6,0.4758,13,37.8,0.3402,13.6,18.4,0.7292,9.8,36.2,46,26,7,6.8,15.4,22.2,2.2,0.2,0.8,1,0.6,239.4,112.4,41,92,0.4478,11.6,31.2,0.3814,18.8,23.6,0.794,12.2,35.2,47.4,24.4,11,4.2,11,21,11.2,0.6,0.4
22021,1610612746,22100463,20-12-2021,1,1610612759,1,0.4,239.2,103,39.2,85,0.4632,12.4,31.6,0.3906,12.2,17.6,0.6894,8.8,34,42.8,23.8,7,4.2,13,18,-5.6,0.6,0.4,0,0.4,239.8,108.8,40.4,87.6,0.4626,11.8,30.4,0.3938,16.2,22,0.7362,10.4,32.4,42.8,22.6,7.6,4.4,15.2,17,-7.2,0.6,0.4
22021,1610612745,22100459,20-12-2021,0,1610612741,0,0.4,239.8,111.6,40,82.6,0.4846,12.2,35.6,0.3322,19.4,26.6,0.7204,9.4,30,39.4,26,8.8,3.8,15.4,21,-9.6,0.2,0.8,0,0.4,244.6,106.2,41.2,92.2,0.4472,13,38.2,0.3488,10.8,13.6,0.7902,11.6,31.8,43.4,21.6,9.8,3.2,13.2,14.2,-3.4,0.4,0.6
22021,1610612741,22100459,20-12-2021,1,1610612745,1,0.6,240.4,108.2,38.8,87.8,0.441,12.6,33.2,0.371,18,23.2,0.7656,11.2,29.4,40.6,24.2,6.4,4.2,12,17.4,-3.4,0.6,0.4,1,0.4,239.8,107,39.2,87.2,0.4492,9.8,33.8,0.2876,18.8,23.4,0.8098,11.6,31.8,43.4,23,7,5.4,12,17.8,-5,0.6,0.4
22021,1610612750,22100468,21-12-2021,0,1610612742,0,0.8,240.2,112.6,39.2,85.4,0.46,15.4,40.4,0.3814,18.8,24.6,0.7584,9.2,34.4,43.6,24.4,8.4,4.2,13.8,22.8,6.8,0.4,0.6,0,0.6,240.2,117.6,42,90.4,0.465,14.2,42,0.3418,19.4,26,0.7544,12.6,38.8,51.4,23.6,6,5.4,12.2,17.4,9.6,0.8,0.2
22021,1610612748,22100465,21-12-2021,1,1610612754,1,0.6,239.8,105,37.8,82.8,0.4538,17,42.2,0.4056,12.4,17.8,0.7024,11.4,32.8,44.2,25.8,4.6,4,13.8,19,4.6,0.2,0.8,1,0.2,240,103,38.2,87,0.4418,9.4,32.6,0.2856,17.2,22.6,0.7488,9,33.8,42.8,23.8,7.6,4.2,15.2,23,-6.8,0.6,0.4
22021,1610612752,22100466,21-12-2021,1,1610612765,0,0.4,240.2,104.2,35.8,83.6,0.428,14.8,39.2,0.3788,17.8,21.8,0.811,9.6,31.6,41.2,22,7.8,5.4,12.2,20.6,-0.8,0.6,0.4,1,0.2,239.6,103.4,41.2,88.8,0.4648,8,27,0.2914,13,19,0.6768,7.8,31.8,39.6,22.2,7.2,3.6,11.4,21.4,-11.8,0.2,0.8
22021,1610612747,22100469,21-12-2021,1,1610612756,0,0.4,244.8,101,37.2,84.2,0.4418,11.8,35.8,0.3362,14.8,21.8,0.6806,5.2,38.6,43.8,22.6,8.2,6.2,15.6,20.4,-5.2,0.4,0.6,1,0.6,240,117,45.8,97.2,0.4724,11.6,33,0.3548,13.8,16.4,0.8124,14.6,34.6,49.2,29.2,8.4,4.8,10.6,16.4,3.6,0.4,0.6
22021,1610612742,22100468,21-12-2021,1,1610612750,0,0.6,245,109.2,39.6,87.8,0.453,12.6,38.6,0.3252,17.4,20.4,0.854,9.8,38.2,48,26.4,5.8,4.2,9.2,21,9.2,0.6,0.4,1,0.4,244.4,109,41.8,95.2,0.4392,13.6,39.2,0.3546,11.8,14.4,0.8064,12,31.8,43.8,21.2,9.2,3.4,11.2,16.6,-2.4,0.6,0.4
22021,1610612756,22100469,21-12-2021,0,1610612747,1,0.8,245,113.8,43.4,91.2,0.4778,11.8,34.2,0.3374,15.2,17.6,0.8458,9.6,39.8,49.4,28.2,8.4,3.4,15.2,21.8,11.4,0.4,0.6,1,0.6,240.4,101.6,38,88.6,0.4274,11.4,35,0.3266,14.2,18.4,0.7618,10.4,38.2,48.6,22,5.8,5.2,11.8,22,-0.8,0.8,0.2
22021,1610612765,22100466,21-12-2021,0,1610612752,0,0.2,240,103,38.2,87,0.4418,9.4,32.6,0.2856,17.2,22.6,0.7488,9,33.8,42.8,23.8,7.6,4.2,15.2,23,-6.8,0.6,0.4,0,0.6,239.8,105,37.8,82.8,0.4538,17,42.2,0.4056,12.4,17.8,0.7024,11.4,32.8,44.2,25.8,4.6,4,13.8,19,4.6,0.2,0.8
22021,1610612754,22100465,21-12-2021,0,1610612748,1,0.4,239.8,104.6,38.2,87,0.4388,9.8,33.4,0.2914,18.4,22,0.8564,11.2,31.6,42.8,23.2,7.2,4.8,11.6,17.4,-4.8,0.6,0.4,1,0.2,239.4,106.4,38,80.6,0.4726,11,35.4,0.3074,19.4,27.4,0.7002,9.6,31.2,40.8,25.2,7.2,4.2,16.2,20.4,-14.8,0.2,0.8
22021,1610612740,22100467,21-12-2021,1,1610612757,1,0.8,245.4,109.2,40.8,87.6,0.4686,11.4,32.8,0.347,16.2,23,0.7216,11.4,39,50.4,27.4,7,3.4,14.8,16.8,2.2,0.6,0.4,0,0.4,240,100.4,37.6,89.2,0.4218,11,34.6,0.3184,14.2,17.2,0.8312,11,32.8,43.8,22.4,7.4,4,14.2,17.4,-4.2,0.4,0.6
22021,1610612757,22100467,21-12-2021,0,1610612740,0,0.4,246,107.4,37,83,0.447,14.6,38.4,0.377,18.8,23,0.8096,8,33.8,41.8,20.6,7.8,5.6,14.2,18.8,-0.6,0.6,0.4,1,0.2,246,106.8,38,88.2,0.4318,11.4,38.8,0.298,19.4,22.8,0.8454,8.2,36.2,44.4,24.6,6.6,2.6,11,24,-1.6,0.6,0.4
22021,1610612739,22100471,22-12-2021,0,1610612738,1,0.8,239.8,113.2,40.6,86.2,0.4728,14.2,38,0.3748,17.8,21.6,0.8388,9.6,36.8,46.4,26,8.8,3.6,13.8,18.6,15.8,0.6,0.4,1,0.6,244.4,114.2,43.6,94.6,0.459,14,39.4,0.3556,13,18,0.7182,11.6,32.8,44.4,25.6,8.8,5.8,10.2,19.8,8.4,0.8,0.2
22021,1610612745,22100473,22-12-2021,0,1610612749,0,0.2,239.4,106.4,38,80.6,0.4726,11,35.4,0.3074,19.4,27.4,0.7002,9.6,31.2,40.8,25.2,7.2,4.2,16.2,20.4,-14.8,0.2,0.8,0,0.4,239.8,104.6,38.2,87,0.4388,9.8,33.4,0.2914,18.4,22,0.8564,11.2,31.6,42.8,23.2,7.2,4.8,11.6,17.4,-4.8,0.6,0.4
22021,1610612758,22100475,22-12-2021,1,1610612746,0,0.4,239.4,106.4,39.6,85.8,0.4618,12,31.2,0.3922,15.2,20.2,0.7528,8,32.2,40.2,23.2,8,4.6,15,16.8,-5.8,0.8,0.2,1,0.4,240,108,39.2,92.2,0.4266,10.4,29.6,0.3606,19.2,23.8,0.804,12.8,33,45.8,22.2,10.6,4.2,11.8,21,2.4,0.4,0.6
22021,1610612749,22100473,22-12-2021,1,1610612745,1,0.4,244.4,109,41.8,95.2,0.4392,13.6,39.2,0.3546,11.8,14.4,0.8064,12,31.8,43.8,21.2,9.2,3.4,11.2,16.6,-2.4,0.6,0.4,0,0.6,245,109.2,39.6,87.8,0.453,12.6,38.6,0.3252,17.4,20.4,0.854,9.8,38.2,48,26.4,5.8,4.2,9.2,21,9.2,0.6,0.4
22021,1610612746,22100475,22-12-2021,0,1610612758,0,0.4,239.4,102.8,39.2,83,0.4742,10.2,29.2,0.349,14.2,19.6,0.731,7.6,34.8,42.4,23.6,7.6,4.6,14,17.6,-2.8,0.4,0.6,1,0.4,240.4,110.8,39.6,85.8,0.4622,13.6,38.6,0.3528,18,23.4,0.7698,6.2,38.2,44.4,27.6,7.2,3.8,14,19.2,-3,0.6,0.4
22021,1610612760,22100474,22-12-2021,1,1610612743,0,0.6,240.4,101.6,38,88.6,0.4274,11.4,35,0.3266,14.2,18.4,0.7618,10.4,38.2,48.6,22,5.8,5.2,11.8,22,-0.8,0.8,0.2,0,0.8,245,113.8,43.4,91.2,0.4778,11.8,34.2,0.3374,15.2,17.6,0.8458,9.6,39.8,49.4,28.2,8.4,3.4,15.2,21.8,11.4,0.4,0.6
